"source";"price_date";"price";"open";"high";"low";"close"
"COINMARKETCAP";20200618;232.1;232.9;234.57;228.95;232.1
"COINMARKETCAP";20200625;232.94;235.7;236.05;230.3;232.94
"COINMARKETCAP";20200626;229.67;232.88;233.9;229.26;229.67
"COINMARKETCAP";20200627;222.96;229.63;232.49;220.56;222.96
"COINMARKETCAP";20200702;229.39;231.29;232.4;225.46;229.39
"COINMARKETCAP";20200703;225.39;229.32;229.63;224.91;225.39
"COINMARKETCAP";20200704;229.07;225.29;230.05;225.13;229.07
"COINMARKETCAP";20200628;225.35;222.91;228.6;219.47;225.35
"COINMARKETCAP";20200701;231.11;226.13;232.76;224.84;231.11
"COINMARKETCAP";20200629;228.19;225.36;229.9;222.25;228.19
"COINMARKETCAP";20200630;226.32;227.97;229.48;224.82;226.32
"COINMARKETCAP";20200706;241.51;227.69;242.13;227.03;241.51
"COINMARKETCAP";20200705;227.66;228.98;229.86;224.54;227.66
"COINMARKETCAP";20200707;239.08;240.97;242.68;234.22;239.08
"COINMARKETCAP";20200708;246.67;239.16;248.31;238.4;246.67
"COINMARKETCAP";20200709;243.02;246.75;247.29;239.9;243.02
"COINMARKETCAP";20200710;240.98;242.87;242.88;236.73;240.98
"COINMARKETCAP";20200712;242.13;239.46;243.31;237.77;242.13
"COINMARKETCAP";20200713;239.6;242.18;244.31;238.23;239.6
"COINMARKETCAP";20200714;240.21;239.98;242.0;237.8;240.21
"COINMARKETCAP";20200711;239.46;241.04;241.53;238.33;239.46
"COINMARKETCAP";20200716;233.64;238.45;239.01;231.62;233.64
"COINMARKETCAP";20200715;238.42;240.14;241.4;237.1;238.42
"COINMARKETCAP";20200717;232.77;233.69;234.42;232.11;232.77
"COINMARKETCAP";20200718;235.48;232.86;236.54;232.32;235.48
"COINMARKETCAP";20200719;238.49;235.46;239.16;233.28;238.49
"COINMARKETCAP";20200722;262.19;245.04;262.99;242.48;262.19
"COINMARKETCAP";20200723;274.69;262.39;277.58;261.05;274.69
"COINMARKETCAP";20200724;279.22;274.72;286.19;269.24;279.22
"COINMARKETCAP";20200721;245.02;236.3;246.19;235.68;245.02
"COINMARKETCAP";20200720;236.15;238.49;239.58;234.85;236.15
"COINMARKETCAP";20200726;309.64;303.69;316.39;300.27;309.64
"COINMARKETCAP";20200725;304.06;279.03;306.74;279.03;304.06
"COINMARKETCAP";20200727;321.51;309.66;330.7;309.66;321.51
"COINMARKETCAP";20200728;316.66;321.83;325.91;307.72;316.66
"COINMARKETCAP";20200729;318.19;316.56;324.38;313.11;318.19
"COINMARKETCAP";20200730;334.59;318.14;338.63;315.75;334.59
"COINMARKETCAP";20200801;385.2;345.8;388.85;343.59;385.2
"COINMARKETCAP";20200731;345.55;334.63;348.61;329.34;345.55
"COINMARKETCAP";20200802;370.67;385.55;411.23;357.14;370.67
"COINMARKETCAP";20200803;386.3;371.13;396.51;369.34;386.3
"COINMARKETCAP";20200804;389.88;386.16;400.7;382.99;389.88
"COINMARKETCAP";20200806;394.96;401.58;403.49;392.6;394.96
"COINMARKETCAP";20200805;401.59;389.71;406.3;386.22;401.59
"COINMARKETCAP";20200807;379.51;395.23;398.25;367.94;379.51
"COINMARKETCAP";20200808;393.99;379.55;393.99;377.35;393.99
"COINMARKETCAP";20200809;391.12;395.31;399.74;385.83;391.12
"COINMARKETCAP";20200810;395.89;391.04;399.38;391.04;395.89
"COINMARKETCAP";20200811;380.38;395.89;398.48;370.86;380.38
"COINMARKETCAP";20200812;391.02;380.06;391.31;367.92;391.02
"COINMARKETCAP";20200813;428.74;390.84;432.9;379.71;428.74
"COINMARKETCAP";20200817;429.53;433.97;442.73;422.65;429.53
"COINMARKETCAP";20200816;433.79;433.35;436.27;415.09;433.79
"COINMARKETCAP";20200818;423.67;429.67;432.58;419.67;423.67
"COINMARKETCAP";20200815;433.35;437.56;441.75;429.87;433.35
"COINMARKETCAP";20200814;437.4;428.68;444.58;423.35;437.4
"COINMARKETCAP";20200819;406.46;423.74;427.02;396.68;406.46
"COINMARKETCAP";20200820;416.44;406.76;418.73;404.03;416.44
"COINMARKETCAP";20200821;389.13;416.15;418.64;387.44;389.13
"COINMARKETCAP";20200822;395.84;389.03;396.47;382.81;395.84
"COINMARKETCAP";20200823;391.38;395.56;396.49;385.04;391.38
"COINMARKETCAP";20200824;408.14;391.68;409.39;389.31;408.14
"COINMARKETCAP";20200828;395.87;382.63;397.76;381.27;395.87
"COINMARKETCAP";20200829;399.92;395.69;405.62;393.04;399.92
"COINMARKETCAP";20200827;382.63;386.61;395.35;374.87;382.63
"COINMARKETCAP";20200826;386.47;383.98;391.87;378.71;386.47
"COINMARKETCAP";20200825;384.0;408.07;408.53;374.36;384.0
"COINMARKETCAP";20200830;428.4;399.62;428.66;399.61;428.4
"COINMARKETCAP";20200901;477.05;434.87;487.21;432.08;477.05
"COINMARKETCAP";20200902;440.04;477.01;480.33;424.46;440.04
"COINMARKETCAP";20200903;385.67;440.24;449.53;381.13;385.67
"COINMARKETCAP";20200831;435.08;428.51;438.56;419.77;435.08
"COINMARKETCAP";20200904;388.24;384.67;402.41;371.64;388.24
"COINMARKETCAP";20200905;335.26;388.04;394.17;316.77;335.26
"COINMARKETCAP";20200906;353.36;335.33;359.76;319.04;353.36
"COINMARKETCAP";20200907;352.67;353.45;358.21;326.25;352.67
"COINMARKETCAP";20200908;337.6;353.2;355.56;328.82;337.6
"COINMARKETCAP";20200913;365.57;387.52;388.96;354.34;365.57
"COINMARKETCAP";20200912;387.18;374.6;387.54;367.84;387.18
"COINMARKETCAP";20200909;351.11;337.82;359.16;332.17;351.11
"COINMARKETCAP";20200914;377.27;365.7;384.49;357.57;377.27
"COINMARKETCAP";20200911;374.7;368.12;376.63;355.58;374.7
"COINMARKETCAP";20200910;368.1;351.43;377.39;351.11;368.1
"COINMARKETCAP";20200915;364.84;377.15;381.51;363.61;364.84
"COINMARKETCAP";20200916;365.81;364.74;372.77;356.68;365.81
"COINMARKETCAP";20200917;389.02;365.87;393.9;364.8;389.02
"COINMARKETCAP";20200918;384.36;389.34;391.9;376.96;384.36
"COINMARKETCAP";20200919;385.54;384.04;387.08;378.72;385.54
"COINMARKETCAP";20200920;371.05;385.6;385.6;367.09;371.05
"COINMARKETCAP";20200922;344.5;341.72;346.6;336.86;344.5
"COINMARKETCAP";20200923;321.12;344.59;344.67;318.97;321.12
"COINMARKETCAP";20200921;341.79;371.4;375.74;336.07;341.79
"COINMARKETCAP";20200924;349.36;320.99;351.46;318.55;349.36
"COINMARKETCAP";20200926;355.49;352.35;355.85;348.11;355.49
"COINMARKETCAP";20200925;352.18;349.41;357.77;339.02;352.18
"COINMARKETCAP";20200927;357.44;354.96;361.98;349.83;357.44
"COINMARKETCAP";20200928;355.16;357.93;366.43;354.55;355.16
"COINMARKETCAP";20200929;359.76;354.36;360.35;352.15;359.76
"COINMARKETCAP";20200930;359.94;360.04;361.18;353.33;359.94
"COINMARKETCAP";20201001;353.21;360.31;369.26;346.48;353.21
"COINMARKETCAP";20201002;346.24;352.95;354.12;336.47;346.24
"COINMARKETCAP";20201003;346.52;346.22;351.31;344.67;346.52
"COINMARKETCAP";20201004;352.58;346.6;354.05;345.13;352.58
"COINMARKETCAP";20201006;340.82;353.96;354.99;338.0;340.82
"COINMARKETCAP";20201007;341.81;340.94;342.45;334.55;341.81
"COINMARKETCAP";20201005;353.96;352.74;355.21;349.68;353.96
"COINMARKETCAP";20201009;365.59;351.11;368.31;348.21;365.59
"COINMARKETCAP";20201008;350.77;342.04;352.21;335.65;350.77
"COINMARKETCAP";20201010;370.97;365.4;378.27;365.35;370.97
"COINMARKETCAP";20201012;387.73;374.8;395.12;366.64;387.73
"COINMARKETCAP";20201011;375.14;370.93;377.25;369.83;375.14
